"Comparitive Crime Statement 17 for the Years 2023, 2024, and 2025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KARNATAKA STATE,2023,,,,,,,,,,,,,2024,,,,,,,,,,,,,2025 As on 30/11/2025,,,,,,,,,,,,
Head Name,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB
PART-I (IPC/BNS Cases),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Murder,1289,60,30,1199,1,37,124,0,923,12,54,2,47,1202,56,22,1124,0,5,42,3,995,27,21,0,31,1132,14,18,1100,0,1,0,0,687,393,0,1,
Attempt to murder,2774,169,12,2593,0,27,299,10,2159,30,20,19,29,2719,149,13,2557,0,11,89,8,2298,103,19,16,13,3011,75,8,2928,0,2,4,0,1408,1503,2,7,
C.H.Not Amounting to murder,82,8,1,73,0,2,6,0,55,3,1,1,5,134,9,0,125,0,5,2,0,90,10,1,2,15,111,2,1,108,0,0,1,0,53,48,0,2,
Dacoity,177,15,3,159,0,0,4,2,142,2,8,1,0,149,12,4,133,0,1,0,0,118,6,8,0,0,131,2,1,128,0,0,0,0,62,65,0,1,
Preparation And Assembly For Dacoity,137,0,0,137,0,2,11,0,123,1,0,0,0,120,0,0,120,0,0,0,0,118,2,0,0,0,57,0,0,57,0,0,0,0,42,15,0,0,
Robbery,1234,45,20,1169,0,9,32,5,850,6,263,1,3,985,36,10,939,0,5,11,4,681,58,176,4,0,568,15,5,548,0,0,1,0,191,342,14,0,
Chain Snatching,642,7,4,631,0,4,10,0,412,1,199,0,5,620,9,7,604,0,0,4,1,414,42,142,1,0,417,7,0,410,0,0,1,0,179,220,10,0,
H.B.T by day,1173,40,0,1133,0,17,31,1,480,4,596,1,3,1132,38,0,1094,0,7,11,1,481,84,506,2,2,995,13,0,982,0,0,2,0,224,619,136,1,
H.B.T by night,4866,46,2,4818,0,26,73,9,1662,13,3018,10,7,4329,39,2,4288,0,12,28,2,1639,247,2354,5,1,3555,11,0,3544,0,2,1,0,617,2265,659,0,
