"Comparitive Crime Statement 17 for the Years 2023, 2024, and 2025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KARNATAKA STATE,2023,,,,,,,,,,,,,2024,,,,,,,,,,,,,2025 As on 30/11/2025,,,,,,,,,,,,
Head Name,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB
House theft,2155,126,1,2028,0,10,25,8,575,12,1392,3,3,1927,96,8,1823,0,9,9,7,581,62,1152,3,0,1754,56,1,1697,0,0,3,3,272,993,425,1,
Snatching (Sec 304 BNS),0,0,0,0,0,0,0,0,0,0,0,0,0,236,3,5,228,0,0,1,0,93,13,121,0,0,496,2,2,492,0,0,0,0,128,273,91,0,
Ordinary Theft,22596,917,271,21408,2,790,367,2633,3880,44,13513,146,35,20166,844,324,18998,0,473,239,1726,4596,386,11455,105,18,16014,407,113,15494,0,109,33,387,2997,7670,4268,28,
Cattle thefts,423,13,2,408,0,9,10,44,131,0,212,1,1,505,6,2,497,0,10,6,34,226,11,206,4,0,501,8,0,493,0,2,0,11,110,256,111,3,
Receiving stolen Property,3,0,1,2,0,0,0,0,1,0,1,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,2,1,0,1,0,0,0,0,0,1,0,0,
Cheating,6927,2312,129,4486,0,15,49,117,2531,868,762,126,18,6558,1784,119,4655,0,8,14,56,1923,1924,617,109,4,5207,385,60,4762,0,0,2,10,490,4096,139,24,
Cr.Br.Trust,505,167,5,333,0,0,1,4,205,86,27,10,0,563,136,14,413,0,0,1,2,210,174,16,8,2,685,50,5,630,0,0,0,0,55,559,10,6,
C.C.Notes,27,0,0,27,0,0,0,0,9,0,18,0,0,30,0,0,30,0,0,0,0,17,4,9,0,0,28,0,1,27,0,0,0,0,10,15,2,0,
Sub Total - PART-I,45010,3925,481,40604,3,948,1042,2833,14138,1082,20084,321,156,41377,3217,530,37630,0,546,457,1844,14482,3153,16803,259,86,34664,1048,215,33401,0,116,48,411,7525,19333,5867,74,
PART-II (IPC/BNS Cases),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"304(A),IPC/ 106 BNS (Including Deaths
due to Rashness/Negligence (Sec
304(A)IPC/106 BNS)",12047,102,34,11912,0,599,1006,17,7619,15,1074,32,1550,12026,119,16,11891,0,429,368,11,8708,85,917,15,1358,10597,42,15,10540,0,95,18,1,5660,3871,291,8,
"279,337,338IPC/281,125(a),125(b)BNS",31759,231,13,31515,0,21852,506,487,7112,7,1324,107,120,31412,218,14,31180,0,17461,393,307,11503,99,1274,76,67,28832,105,16,28711,0,6173,46,49,13015,8799,586,20,
Rioting,3906,391,7,3508,0,28,599,58,2727,34,34,25,3,3472,349,4,3119,0,17,193,33,2731,109,31,4,1,3106,150,2,2954,0,2,17,2,1403,1517,7,6,
Hurts,17483,1173,31,16279,0,244,3272,651,11592,41,343,77,59,17139,1306,31,15802,0,150,1253,319,13351,339,304,63,23,15200,547,18,14635,1,17,113,53,8428,5910,96,15,
AcidAttack (326(a)IPC/124(1) BNS),2,0,0,2,0,0,0,0,2,0,0,0,0,8,1,0,7,0,0,0,0,7,0,0,0,0,6,0,0,6,0,0,0,0,6,0,0,0,
Kidnapping,3636,3292,33,311,0,2,41,2,185,37,35,9,0,3958,3521,36,401,0,1,18,1,209,148,17,7,0,3869,2500,23,1346,0,0,3,0,95,1234,5,7,
304(B) IPC/80 BNS,158,8,1,149,0,0,20,0,126,1,0,1,1,112,0,2,110,0,0,5,0,104,1,0,0,0,109,0,1,108,0,0,0,0,71,37,0,0,
498 (A) IPC/85 BNS,2955,328,61,2566,0,11,471,14,1965,43,1,44,17,2900,259,57,2584,0,6,238,7,2192,97,1,27,16,2635,122,21,2492,0,0,19,2,1363,1103,0,3,
Molestation (354 IPC/74 BNS),6487,651,31,5805,0,39,934,62,4577,65,71,36,21,6334,699,33,5602,1,21,310,31,4907,219,72,33,9,5329,326,15,4988,0,2,12,3,2640,2305,16,8,
Rape,600,44,37,519,0,0,77,2,399,15,2,23,1,720,54,54,612,0,2,41,0,516,34,1,17,1,612,31,33,548,0,0,0,1,341,199,0,7,
"Sexual Intercourse by employing deceitful
means",0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,11,0,0,0,0,6,4,0,1,0,213,8,5,200,0,0,0,0,70,123,0,7,
353 IPC/132 BNS,1004,47,4,953,0,32,48,3,819,16,15,14,6,976,36,3,937,0,10,15,1,817,65,15,11,3,1077,18,3,1056,0,5,0,1,521,520,4,4,
Other IPC/BNS,21474,2040,85,19349,0,10646,703,462,6136,356,833,159,54,16467,1674,109,14684,0,4963,274,252,7248,1066,739,96,46,20478,734,68,19676,0,5003,39,72,7525,6725,257,43,
Sub Total - PART-II,101511,8307,337,92868,0,33453,7677,1758,43259,630,3732,527,1832,95439,8233,356,86850,1,23059,3102,962,52221,2263,3371,348,1524,91968,4582,218,87168,1,11297,267,184,41081,32308,1262,128,
