"Comparitive Crime Statement 17 for the Years 2023, 2024, and 2025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KARNATAKA STATE,2023,,,,,,,,,,,,,2024,,,,,,,,,,,,,2025 As on 30/04/2025,,,,,,,,,,,,
Head Name,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB
PART-I (IPC/BNS Cases),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Murder,1294,61,30,1203,1,19,59,0,1014,24,46,1,40,1207,49,22,1136,0,0,13,1,1022,75,3,0,22,426,0,5,421,0,0,0,0,89,331,0,0,
Attempt to murder,2777,168,12,2597,0,17,150,10,2298,66,19,15,22,2778,109,13,2656,0,4,25,5,1994,603,7,11,7,1166,5,4,1157,0,0,0,0,135,1020,0,2,
C.H.Not Amounting to murder,82,8,1,73,0,1,4,0,57,4,1,1,5,137,6,0,131,0,3,0,0,80,34,0,1,13,47,0,0,47,0,0,0,0,7,40,0,0,
Dacoity,176,15,3,158,0,0,2,0,140,8,7,1,0,152,11,4,137,0,1,0,0,102,32,2,0,0,47,1,0,46,0,0,0,0,10,36,0,0,
Preparation And Assembly For Dacoity,137,0,0,137,0,0,3,0,132,2,0,0,0,119,0,0,119,0,0,0,0,109,10,0,0,0,23,0,0,23,0,0,0,0,12,11,0,0,
Robbery,1237,43,20,1174,0,5,22,4,856,32,253,1,1,990,28,10,952,0,1,2,4,575,269,98,3,0,192,0,1,191,0,0,0,0,16,175,0,0,
Chain Snatching,641,7,4,630,0,2,7,0,410,22,186,0,3,618,9,7,602,0,0,0,1,349,191,60,1,0,156,1,0,155,0,0,0,0,22,133,0,0,
H.B.T by day,1174,40,0,1134,0,11,23,1,480,27,591,1,0,1133,28,0,1105,0,2,8,1,369,398,326,0,1,340,2,0,338,0,0,0,0,21,312,5,0,
H.B.T by night,4864,45,2,4817,0,18,42,6,1650,118,2971,8,4,4327,32,2,4293,0,3,14,0,1211,1424,1637,4,0,1229,2,0,1227,0,0,0,0,62,1154,11,0,
