"Comparitive Crime Statement 17 for the Years 2022, 2023, and 2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KARNATAKA STATE,2022,,,,,,,,,,,,,2023,,,,,,,,,,,,,2024 As on 31/12/2024,,,,,,,,,,,,
Head Name,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB
PART-I (IPC Cases),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Murder,1367,89,34,1244,0,41,98,0,989,13,47,2,54,1293,58,30,1205,1,8,36,0,1045,46,33,0,37,1210,23,21,1166,0,0,2,1,764,382,2,0,
Attempt to murder,2828,174,8,2646,0,28,319,16,2203,16,20,27,17,2783,163,12,2608,0,11,97,5,2320,129,17,13,16,2864,65,10,2789,0,3,5,1,1337,1431,1,8,
C.H.Not Amounting to murder,95,12,2,81,0,1,5,0,66,3,1,2,3,82,8,1,73,0,1,3,0,58,5,1,0,5,124,3,0,121,0,3,0,0,56,54,0,0,
Dacoity,216,19,4,193,0,1,5,0,168,1,18,0,0,178,14,3,161,0,0,0,0,140,15,5,1,0,155,5,4,146,0,0,0,0,74,71,1,0,
Preparation And Assembly For Dacoity,294,0,0,294,0,1,10,0,283,0,0,0,0,135,0,0,135,0,0,1,0,131,3,0,0,0,116,0,0,116,0,0,0,0,87,29,0,0,
Robbery,1066,52,11,1003,0,2,51,8,748,3,184,6,1,1243,42,20,1181,0,3,13,4,845,86,229,0,1,996,21,10,965,0,0,1,1,403,514,44,2,
Chain Snatching,669,3,8,658,0,2,22,1,439,3,190,1,0,639,7,4,628,0,2,3,0,398,60,165,0,0,615,6,6,603,0,0,0,0,237,338,27,1,
H.B.T by day,990,33,0,957,0,7,24,1,427,7,484,2,5,1175,40,0,1135,0,9,17,1,458,89,560,1,0,1128,20,0,1108,0,1,3,0,237,683,183,0,
H.B.T by night,4435,49,3,4383,0,42,89,6,1605,29,2600,2,10,4865,44,2,4819,0,15,31,4,1584,364,2811,8,2,4322,23,2,4297,0,0,6,0,705,2641,942,3,
House theft,1298,68,1,1229,0,9,27,9,415,1,766,1,1,2154,124,1,2029,0,5,13,5,563,54,1384,3,2,1924,62,4,1858,0,2,1,3,324,924,603,1,
Ordinary Theft,19447,562,305,18580,0,646,339,2611,4009,28,10727,196,24,22598,900,272,21426,2,535,225,1883,4706,553,13410,99,15,20424,562,287,19575,0,120,101,579,3384,8965,6376,45,
Cattle thefts,478,8,1,469,0,6,19,46,166,2,223,3,4,424,13,2,409,0,6,4,32,141,18,207,1,0,501,3,1,497,0,2,0,6,135,272,82,0,
Receiving stolen Property,2,0,0,2,0,1,0,0,0,0,0,1,0,3,0,1,2,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,
Cheating,6413,2159,159,4095,1,12,55,126,2362,713,697,100,30,6928,1968,130,4830,0,9,19,59,2019,1975,666,77,6,6581,759,91,5731,0,0,1,14,598,4890,205,23,
Cr.Br.Trust,461,137,8,316,0,1,1,4,190,88,20,9,3,508,131,5,372,0,0,1,2,138,204,25,2,0,569,60,8,501,0,0,0,0,53,441,6,0,
C.C.Notes,29,0,0,29,0,0,0,0,13,0,16,0,0,27,0,0,27,0,0,0,0,9,0,18,0,0,30,0,0,30,0,0,0,0,13,12,5,0,
Sub Total - PART-I,40088,3365,544,36179,1,800,1064,2828,14083,907,15993,352,152,45035,3512,483,41040,3,604,463,1995,14556,3601,19532,205,84,41560,1612,444,39504,0,131,120,605,8408,21647,8477,83,
PART-II (IPC Cases),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"304(A),IPC",11330,92,19,11219,0,525,1068,21,7146,6,1023,14,1416,12045,93,34,11918,0,364,332,4,8755,139,1045,22,1257,11851,64,12,11775,0,90,34,2,6073,4592,359,4,
"279,337,338 IPC",28893,234,20,28639,0,19045,480,469,7325,13,1081,119,107,31760,223,13,31524,0,18195,227,373,11123,152,1298,79,77,31583,130,12,31441,0,7527,118,102,13441,9558,665,14,
Rioting,3929,418,9,3502,0,25,562,89,2730,34,49,11,2,3907,368,7,3532,0,11,212,30,3106,134,32,6,1,3430,170,4,3256,0,4,16,4,1597,1620,13,2,
Hurts,15379,885,21,14473,0,147,3016,622,10308,44,217,58,61,17470,1132,31,16307,0,118,1507,419,13553,315,320,43,32,17039,728,28,16283,0,49,177,100,9526,6274,134,22,
Acid Attack (326(a)),7,1,0,6,0,1,1,0,4,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,8,1,0,7,0,0,0,0,6,1,0,0,
Kidnapping,3232,2872,42,318,0,2,49,3,188,36,30,4,4,3649,3230,31,388,0,0,21,2,186,153,18,8,0,4102,2684,23,1395,0,0,3,0,128,1256,5,3,
304(B) IPC,161,17,1,143,0,2,22,0,117,2,0,0,0,158,8,1,149,0,0,4,0,142,3,0,0,0,110,0,2,108,0,0,0,0,78,30,0,0,
498 (A) IPC,2784,254,58,2472,0,11,466,26,1877,42,0,35,15,2970,314,61,2595,0,5,216,9,2228,108,1,22,6,2971,157,49,2765,0,3,33,1,1539,1180,1,5,
354 IPC Molestation,5857,555,23,5279,1,27,878,58,4203,41,40,13,19,6492,628,31,5833,0,18,340,40,5113,225,66,20,11,6311,379,29,5903,1,4,41,11,3168,2627,37,13,
