Sl. No.,Heads of Crime,"During the
current year
upto the end of
month under
review","During the
corresponding
month of
previous year","During the
previous month","During the
current month"
5,CONSUMER,,,,
,"Liquified Petroleum Gas Supply & Control Order
2000",30,9,5,16
,Consumer (Protection) Act 1986,2,0,1,0
,Essential Commodities Act 1955,249,63,92,86
,Prevention of Food Adulternation Act 1954,1,1,1,0
,Packaged Commodities (Regulation) order 1975,0,0,0,0
,Sub Total,282,73,99,102
6,COPY RIGHT ACT 1957,,,,
,By Company,29,12,9,12
,By Individual,16,5,7,7
,Sub Total,45,17,16,19
7,CIVIL RIGHTS,,,,
,Protection of Civil Rights Act 1955,1,0,1,0
,Sub Total,1,0,1,0
8,"SCHEDULED CASTE AND THE SCHEDULED
TRIBES",,,,
,Scheduled Caste,404,124,129,139
,Scheduled Tribes,82,28,15,38
,Scheduled Caste Women,146,44,52,41
,Scheduled Tribes Women,33,9,17,7
,Sub Total,665,205,213,225
9,CHILDREN ACT,,,,
,Child Labour (Prohibition & Regulation) Act1986,20,2,6,5
,Child Marriage (Restraint) Act - 1929,41,16,18,13
,Juvenile Justice Act 1986,32,31,9,13
,Probation of offenders Act 1958,0,0,0,0
,"Protection of Children from Sexual Offences Act
2012 (POCSO)",0,0,0,0
,Sub Total,93,49,33,31
10,PREVENTION OF CORRUPTION ACT 1988,,,,
,Public Servant - Elected,1,0,0,1
,Public Servant - Gazetted - Central,0,0,0,0
,Public Servant - Gazetted - Defence,0,0,0,0
,"Public Servant - Gazetted - Public Sector
Undertaking",0,0,0,0
,Public Servant - Gazetted - State,0,0,0,0
,Public Servant - Non-Gazetted - Central,0,0,0,0
,Public Servant - Non-Gazetted - Defence,0,0,0,0
,Public Servant - Non-Gazetted - State,0,0,0,0
,Sub Total,1,0,0,1
11,CUSTOMS,,,,
,Customs Act 1962,0,0,0,0
,Import/Export (Control) Act 1947,0,0,0,0
,Sub Total,0,0,0,0
12,Explosives,,,,
,Explosives Substances Act 1908,14,3,5,4
,Explosives Act 1884,20,8,6,7
,Inflammable Substance Act 1952,0,0,0,0
,Sub Total,34,11,11,11
13,FOREIGN EXCHANGE,,,,
,"Smugglers and Foreign Exchange Manipulator Act
1976",0,0,0,0
,Foreign Exchange Regulation Act 1973,0,0,0,0
,Foreign Exchange Regulation Act 1952,0,0,0,0
,Sub Total,0,0,0,0
14,FOREIGNER,,,,
,Foreigners Act 1946,48,9,17,12
,Registration of Foreigners Act 1939,1,0,0,1
,Sub Total,49,9,17,13
15,FOREST,,,,
,Indian Forest Act 1927,1,0,0,1
,Forest (Conservation) Act 1980,2,1,0,1
,Sub Total,3,1,0,2
